timestamp_ms,altitude_m,ax_mps2,ay_mps2,az_mps2,gx_dps,gy_dps,gz_dps
5872,0.25,0.800,-0.163,9.572,-0.20,-0.09,0.14
5912,0.20,0.766,-0.105,9.629,-0.02,-0.03,0.02
5952,0.25,0.824,-0.158,9.562,-0.14,0.03,-0.04
5992,0.18,0.824,-0.172,9.606,-0.14,0.03,-0.10
6032,0.14,0.795,-0.115,9.577,0.04,-0.03,0.08
6072,0.12,0.776,-0.148,9.610,-0.02,0.03,-0.04
6112,0.07,0.766,-0.201,9.548,0.10,0.03,0.08
6152,0.07,0.819,-0.187,9.529,-0.02,-0.03,0.08
6192,0.18,0.795,-0.168,9.596,0.04,-0.15,0.02
6232,0.20,0.795,-0.139,9.562,0.10,-0.03,0.02
6272,0.24,0.828,-0.273,9.673,-0.20,0.09,0.02
6312,0.18,0.824,-0.168,9.529,-0.08,0.03,0.02
6352,0.30,0.795,-0.158,9.620,0.10,-0.03,0.02
6392,0.18,0.819,-0.144,9.644,-0.08,0.03,0.02
6432,0.35,0.800,-0.201,9.596,-0.02,0.15,0.14
6472,0.30,0.843,-0.192,9.615,-0.02,-0.09,0.08
6512,0.34,0.790,-0.158,9.634,0.17,0.03,0.20
6552,0.34,0.761,-0.144,9.615,0.04,0.03,0.08
6592,0.28,0.761,-0.139,9.553,0.04,0.09,0.08
6632,0.11,0.785,-0.163,9.582,0.10,0.03,0.08
6672,0.06,0.804,-0.168,9.538,-0.02,0.03,-0.04
6712,0.06,0.771,-0.139,9.668,-0.02,-0.03,-0.04
6752,0.06,0.833,-0.144,9.625,0.10,-0.03,0.08
6792,-0.01,0.761,-0.187,9.558,0.04,-0.15,0.14
6832,0.12,0.814,-0.120,9.591,-0.14,-0.15,0.02
6872,0.06,0.814,-0.187,9.677,0.10,0.09,-0.04
6912,0.11,0.800,-0.177,9.687,0.10,-0.15,0.08
6952,0.06,0.776,-0.163,9.538,-0.02,0.09,0.08
6992,0.04,0.800,-0.144,9.663,-0.02,-0.03,-0.10
7032,0.11,0.781,-0.153,9.558,-0.08,0.09,0.14
7072,0.10,0.828,-0.192,9.548,-0.02,0.03,0.14
7112,0.06,0.752,-0.187,9.615,-0.08,-0.03,-0.10
7152,0.06,0.804,-0.206,9.582,-0.14,-0.03,0.02
7192,0.11,0.833,-0.201,9.553,-0.14,-0.03,-0.10
7232,-0.02,0.766,-0.172,9.582,-0.20,-0.03,0.02
7272,0.17,0.795,-0.158,9.615,-0.08,0.09,0.02
7312,0.28,0.776,-0.115,9.577,0.04,0.03,0.02
7352,0.15,0.809,-0.177,9.625,0.10,-0.15,-0.04
7392,0.15,0.776,-0.177,9.615,0.17,0.09,0.02
7432,0.15,0.747,-0.091,9.606,-0.08,-0.03,0.08
7472,0.10,0.795,-0.115,9.606,-0.08,0.03,0.02
7512,0.17,0.809,-0.134,9.543,-0.08,-0.09,-0.10
7552,0.15,0.804,-0.168,9.634,0.04,-0.15,0.02
7592,0.15,0.785,-0.134,9.625,-0.14,-0.03,-0.04
7632,0.21,0.752,-0.081,9.582,0.10,-0.15,0.20
7672,0.27,0.776,-0.129,9.697,-0.08,-0.03,-0.04
7712,0.21,0.867,-0.148,9.538,0.10,-0.09,-0.10
7752,0.27,0.809,-0.134,9.586,0.10,0.09,0.14
7792,0.21,0.728,-0.215,9.524,-0.02,-0.03,0.08
7832,0.21,0.804,-0.144,9.629,0.04,0.03,-0.04
7872,0.15,0.800,-0.158,9.515,-0.08,0.03,-0.10
7912,0.14,0.761,-0.168,9.625,0.04,0.03,-0.10
7952,0.15,0.713,-0.110,9.553,-0.08,0.03,0.08
7992,0.32,0.814,-0.153,9.543,-0.02,0.03,0.02
8032,0.27,0.781,-0.120,9.615,0.10,-0.09,-0.16
8072,0.21,0.795,-0.182,9.610,0.10,-0.03,0.08
8112,0.14,0.804,-0.139,9.610,0.04,0.09,0.02
8152,0.03,0.785,-0.177,9.644,0.10,-0.03,0.08
8192,0.03,0.781,-0.144,9.543,0.17,0.03,-0.04
8232,0.14,0.814,-0.172,9.586,0.04,0.03,0.02
8272,-0.04,0.742,-0.148,9.582,-0.08,-0.09,0.14
8312,0.08,0.838,-0.172,9.543,0.10,0.03,-0.10
8352,0.25,0.781,-0.120,9.510,0.10,-0.03,0.02
8392,0.20,0.795,-0.129,9.543,-0.14,-0.09,-0.04
8432,0.12,0.776,-0.172,9.629,-0.02,0.03,-0.04
8472,0.18,0.776,-0.148,9.620,0.04,0.03,0.08
8512,0.18,0.781,-0.153,9.519,0.04,0.03,-0.16
8552,0.24,0.828,-0.192,9.610,-0.08,0.09,0.26
8592,0.18,0.752,-0.124,9.586,-0.02,-0.28,0.08
8632,0.12,0.761,-0.220,9.615,-0.08,-0.15,-0.04
8672,0.18,0.752,-0.139,9.582,-0.02,0.09,0.08
8712,0.07,0.814,-0.163,9.629,-0.02,-0.09,0.08
8752,0.07,0.871,-0.158,9.572,0.04,0.03,0.14
8792,-0.01,0.814,-0.144,9.610,-0.02,0.09,-0.04
8832,0.18,0.785,-0.139,9.644,0.17,-0.15,-0.10
8872,0.17,0.785,-0.153,9.658,-0.14,0.03,-0.10
8912,0.11,0.781,-0.148,9.634,0.04,0.09,-0.10
8952,0.17,0.781,-0.187,9.658,-0.02,0.03,-0.04
8992,0.15,0.795,-0.148,9.687,-0.14,-0.09,0.02
9032,0.15,0.713,-0.120,9.538,0.04,-0.03,-0.04
9072,0.23,0.828,-0.134,9.653,-0.08,-0.03,0.02
9112,0.34,0.785,-0.172,9.558,-0.02,0.03,-0.04
9152,0.23,0.804,-0.110,9.639,0.04,-0.15,-0.10
9192,0.30,0.728,-0.168,9.582,-0.14,-0.03,0.08
9232,0.35,0.809,-0.134,9.601,-0.02,0.09,0.02
9272,0.28,0.838,-0.172,9.596,-0.02,0.03,0.02
9312,0.11,0.785,-0.163,9.562,-0.14,-0.03,0.14
9352,0.06,0.757,-0.182,9.658,-0.02,0.15,-0.04
9392,0.11,0.766,-0.129,9.548,0.10,-0.15,0.02
9432,0.10,0.838,-0.134,9.543,0.17,-0.03,0.02
9472,0.17,0.790,-0.134,9.596,0.04,-0.03,0.08
9512,0.04,0.737,-0.086,9.577,-0.02,-0.09,0.02
9552,0.04,0.790,-0.192,9.668,0.04,-0.09,0.02
9592,0.27,0.814,-0.124,9.534,-0.14,0.09,-0.04
9632,0.10,0.790,-0.211,9.687,0.17,0.03,0.02
9672,0.02,0.747,-0.134,9.572,-0.02,0.09,0.08
9712,0.08,0.781,-0.120,9.577,0.10,-0.09,0.08
9752,0.15,0.828,-0.105,9.591,-0.08,0.03,0.02
9792,0.10,0.781,-0.172,9.582,-0.02,0.09,-0.10
9832,0.15,0.809,-0.134,9.644,0.10,0.03,0.02
9872,0.06,0.800,-0.182,9.625,0.04,0.03,0.08
9912,0.15,0.785,-0.134,9.538,-0.02,-0.03,0.20
9952,0.10,0.814,-0.110,9.562,0.04,0.03,-0.04
9992,0.10,0.790,-0.196,9.620,0.10,-0.09,0.02
10032,0.15,0.785,-0.163,9.538,-0.08,-0.03,-0.16
10072,0.15,0.790,-0.129,9.433,0.10,0.09,0.08
10112,0.21,0.723,-0.139,9.634,0.10,-0.09,0.14
10152,0.20,0.757,-0.172,9.510,0.17,-0.15,0.14
10192,0.20,0.809,-0.144,9.534,-0.02,-0.09,0.08
10232,0.14,0.819,-0.163,9.548,-0.08,-0.15,0.02
10272,0.31,0.771,-0.105,9.452,-0.02,-0.22,0.02
10312,0.27,0.814,-0.187,9.558,-0.14,0.03,-0.04
10352,0.44,0.742,-0.096,9.519,-0.02,-0.15,-0.04
10392,0.32,0.814,-0.187,9.658,0.10,0.09,0.02
10432,0.32,0.838,-0.134,9.529,0.04,0.03,0.02
10472,0.20,0.747,-0.172,9.524,-0.02,-0.09,-0.16
10512,0.12,0.742,-0.067,9.701,-0.08,-0.03,0.02
10552,0.20,0.804,-0.148,9.586,-0.14,-0.09,0.08
10592,0.20,0.785,-0.134,9.553,-0.14,-0.09,0.26
10632,0.20,0.781,-0.177,9.668,0.04,-0.09,0.02
10672,0.08,0.795,-0.144,9.687,-0.02,0.09,0.08
10712,0.14,0.852,-0.206,9.701,-0.14,-0.09,-0.04
10752,0.25,0.790,-0.153,9.615,-0.02,-0.03,0.08
10792,0.24,0.771,-0.110,9.663,0.04,-0.03,0.02
10832,0.25,0.766,-0.139,9.457,-0.14,0.09,-0.29
10872,0.31,0.828,-0.148,9.639,-0.02,0.09,-0.04
10912,0.30,0.804,-0.163,9.644,-0.08,-0.03,-0.04
10952,0.18,0.771,-0.182,9.519,-0.14,-0.15,-0.16
10992,0.36,0.766,-0.158,9.476,-0.02,-0.09,0.08
11032,0.18,0.848,-0.172,9.586,-0.02,0.03,-0.10
11072,0.12,0.809,-0.187,9.629,-0.02,-0.03,0.02
11112,0.24,0.785,-0.120,9.562,0.10,0.09,0.02
11152,0.35,0.766,-0.101,9.586,-0.14,-0.28,-0.10
11192,0.30,0.742,-0.148,9.524,-0.08,0.03,0.02
11232,0.05,0.852,-0.134,9.606,-0.08,-0.22,0.14
11272,0.22,0.785,-0.134,9.577,-0.14,-0.28,0.02
11312,0.28,0.766,-0.158,9.572,-0.02,0.15,0.08
11352,0.28,0.776,-0.153,9.543,0.10,0.15,0.20
11392,0.21,0.771,-0.172,9.634,-0.08,-0.09,0.14
11432,0.22,0.828,-0.196,9.543,-0.08,-0.09,0.20
11472,0.28,0.752,-0.110,9.601,0.23,0.15,0.02
11512,0.22,0.603,0.053,9.577,0.04,0.46,-9.37
11552,0.05,0.795,-0.134,9.495,0.23,0.21,-19.43
11592,0.05,0.857,-0.211,9.452,-0.26,-0.03,-12.91
11632,-0.01,0.690,-0.057,9.634,-0.20,-0.09,-17.60
11672,0.11,0.781,-0.263,9.673,-0.02,-0.40,-10.90
11712,0.17,0.852,-0.441,9.649,-0.14,-0.34,-2.66
11752,0.17,0.709,-0.043,9.538,-0.20,-0.15,-1.20
11792,0.17,0.747,-0.048,9.601,0.04,0.21,-6.63
11832,0.17,0.895,-0.283,9.505,0.47,0.70,-3.76
11872,0.22,0.814,-0.124,9.601,-0.02,0.15,-0.04
11912,0.22,0.785,-0.153,9.596,-0.20,-0.03,0.08
11952,0.10,0.757,-0.148,9.558,-0.02,-0.22,-0.10
