timestamp_ms,altitude_m,ax_mps2,ay_mps2,az_mps2,gx_dps,gy_dps,gz_dps
9607,-0.04,0.790,-0.168,9.534,0.12,0.07,-0.09
9647,-0.04,0.862,-0.249,9.682,0.12,-0.05,0.03
9687,-0.04,0.848,-0.153,9.663,-0.19,-0.05,-0.03
9728,-0.06,0.790,-0.177,9.582,0.06,-0.05,-0.03
9767,-0.16,0.876,-0.182,9.610,0.06,0.01,0.03
9807,-0.27,0.828,-0.182,9.491,-0.01,0.01,-0.03
9847,-0.34,0.804,-0.206,9.606,-0.13,-0.05,0.09
9887,-0.29,0.776,-0.235,9.601,0.06,0.01,-0.15
9927,-0.16,0.781,-0.177,9.649,0.18,0.13,0.09
9967,0.02,0.852,-0.244,9.534,-0.01,0.01,-0.09
10007,-0.10,0.838,-0.168,9.629,-0.07,0.01,0.03
10047,-0.23,0.790,-0.206,9.606,0.06,-0.18,0.15
10087,-0.01,0.819,-0.177,9.658,-0.01,0.07,0.09
10127,-0.19,0.800,-0.192,9.658,-0.01,0.13,-0.09
10167,-0.13,0.838,-0.201,9.677,0.06,0.07,-0.03
10207,-0.07,0.809,-0.177,9.601,-0.07,-0.05,-0.09
10247,-0.07,0.785,-0.239,9.601,0.12,0.07,-0.09
10287,0.06,0.838,-0.220,9.558,0.06,0.01,-0.09
10327,0.04,0.838,-0.259,9.591,0.18,0.25,0.09
10368,0.04,0.776,-0.134,9.582,0.06,-0.18,-0.03
10407,-0.13,0.776,-0.206,9.558,-0.07,-0.05,-0.09
10447,-0.30,0.852,-0.196,9.673,0.18,0.01,-0.03
10487,-0.24,0.800,-0.158,9.596,0.06,0.01,0.09
10527,-0.42,0.809,-0.215,9.577,-0.01,-0.18,0.03
10567,-0.36,0.824,-0.211,9.610,0.18,-0.05,0.15
10607,-0.30,0.776,-0.177,9.601,-0.13,0.07,0.03
10647,-0.06,0.891,-0.220,9.649,0.24,-0.11,0.03
10687,-0.01,0.857,-0.148,9.711,-0.01,0.07,0.03
10727,-0.13,0.843,-0.148,9.558,-0.13,-0.05,-0.03
10767,-0.30,0.795,-0.172,9.629,0.18,0.25,-0.15
10807,-0.24,0.828,-0.220,9.606,0.06,0.07,-0.09
10847,-0.07,0.814,-0.211,9.495,-0.01,0.01,0.03
10887,-0.13,0.800,-0.172,9.577,-0.01,0.13,0.03
10927,-0.09,0.804,-0.168,9.582,0.12,0.13,-0.03
10967,-0.14,0.790,-0.249,9.658,0.06,-0.05,0.09
11008,-0.20,0.795,-0.201,9.629,-0.01,0.07,-0.21
11047,-0.26,0.838,-0.211,9.586,-0.01,-0.11,-0.03
11087,-0.22,0.833,-0.182,9.625,-0.07,0.01,-0.09
11127,-0.33,0.848,-0.215,9.586,0.12,0.19,-0.03
11167,-0.32,0.848,-0.182,9.601,-0.01,0.01,0.03
11207,-0.32,0.867,-0.187,9.591,0.06,0.01,0.03
11247,-0.14,0.828,-0.148,9.553,0.18,0.01,-0.03
11287,-0.44,0.843,-0.192,9.673,-0.01,0.19,-0.09
11327,-0.44,0.881,-0.192,9.673,0.12,0.01,0.09
11367,-0.50,0.814,-0.144,9.615,0.06,0.07,-0.09
11407,-0.61,0.867,-0.172,9.577,0.12,0.19,0.09
11447,-0.56,0.819,-0.201,9.601,-0.01,-0.05,-0.03
11487,-0.52,0.819,-0.225,9.572,-0.01,0.07,-0.09
11527,-0.39,0.852,-0.192,9.658,-0.01,-0.24,0.09
11567,-0.52,0.814,-0.196,9.577,-0.13,-0.05,-0.09
11607,-0.46,0.819,-0.177,9.668,0.12,-0.11,0.03
11648,-0.57,0.809,-0.148,9.601,0.12,-0.05,-0.09
11687,-0.63,0.833,-0.192,9.629,0.06,-0.11,0.03
11727,-0.61,0.819,-0.192,9.582,-0.07,-0.05,0.09
11767,-0.33,0.891,-0.201,9.596,0.06,-0.05,0.27
11807,-0.40,0.795,-0.168,9.634,0.12,0.07,0.09
11847,-0.40,0.843,-0.187,9.572,-0.07,-0.18,-0.21
11887,-0.29,0.800,-0.259,9.677,-0.01,0.07,-0.15
11927,-0.34,0.776,-0.144,9.524,-0.01,-0.05,0.03
11967,-0.46,0.824,-0.144,9.577,-0.01,-0.11,0.09
12007,-0.40,0.809,-0.153,9.639,0.06,0.43,-0.15
12047,-0.40,0.824,-0.187,9.596,-0.01,0.01,-0.09
12087,-0.47,0.776,-0.206,9.577,0.24,-0.05,-0.15
12127,-0.30,0.809,-0.192,9.658,-0.13,0.07,0.03
12167,-0.23,0.804,-0.225,9.586,0.12,-0.24,-0.03
12207,-0.29,0.833,-0.177,9.653,-0.13,0.07,-0.27
12247,-0.34,0.843,-0.220,9.567,-0.01,0.13,-0.03
12288,-0.34,0.800,-0.215,9.577,-0.13,-0.05,0.03
12327,-0.24,0.852,-0.206,9.562,0.06,0.31,-0.09
12367,-0.24,0.819,-0.158,9.529,0.18,0.07,-0.09
12407,-0.35,0.848,-0.192,9.572,0.18,0.13,-0.15
12447,-0.64,0.795,-0.134,9.582,0.06,0.01,0.09
12487,-0.59,0.848,-0.115,9.596,-0.07,0.07,-0.09
12527,-0.49,0.833,-0.177,9.510,0.06,0.07,0.09
12567,-0.47,0.867,-0.177,9.577,0.06,-0.11,0.21
12607,-0.60,0.742,-0.187,9.567,0.12,0.01,-0.21
12647,-0.60,0.852,-0.230,9.591,0.06,-0.05,0.03
12687,-0.54,0.881,-0.187,9.558,-0.07,0.25,0.27
12727,-0.53,0.828,-0.168,9.548,-0.07,0.07,-0.03
12767,-0.30,0.876,-0.144,9.653,0.06,0.13,0.09
12807,-0.49,0.785,-0.259,9.586,-0.07,0.07,0.09
12847,-0.60,0.814,-0.182,9.606,-0.07,-0.18,0.15
12887,-0.49,0.843,-0.187,9.562,-0.01,0.13,0.15
12928,-0.33,0.848,-0.196,9.673,-0.19,-0.11,-0.03
12967,-0.39,0.838,-0.220,9.491,-0.07,-0.18,-0.03
13007,-0.20,0.795,-0.177,9.653,-0.01,0.01,0.03
13047,-0.44,0.785,-0.153,9.687,0.06,0.13,0.03
13087,-0.62,0.828,-0.172,9.687,-0.01,0.01,-0.03
13127,-0.50,0.848,-0.230,9.606,-0.01,-0.05,0.15
13167,-0.46,0.828,-0.230,9.577,-0.07,0.13,0.15
13207,-0.50,0.833,-0.177,9.644,0.06,0.01,-0.03
13247,-0.50,0.876,-0.182,9.577,0.06,0.01,-0.03
13287,-0.27,0.852,-0.220,9.629,0.18,0.07,-0.15
13327,-0.44,0.862,-0.235,9.553,0.06,0.19,0.09
13367,-0.39,0.852,-0.201,9.519,0.12,0.01,0.03
13407,-0.33,0.891,-0.163,9.601,0.12,-0.05,0.03
13447,-0.27,0.862,-0.196,9.562,0.12,0.19,0.03
13487,-0.50,0.833,-0.172,9.639,0.18,0.01,0.03
13527,-0.56,0.814,-0.163,9.620,-0.19,-0.05,-0.03
13568,-0.51,0.881,-0.158,9.481,-0.01,0.01,-0.09
13607,-0.39,0.809,-0.182,9.567,0.12,-0.05,0.03
13647,-0.34,0.828,-0.182,9.649,-0.01,0.07,-0.09
13687,-0.34,0.833,-0.168,9.639,-0.01,0.13,0.15
13727,-0.17,0.824,-0.182,9.515,-0.01,-0.05,-0.03
13767,-0.23,0.848,-0.249,9.644,-0.01,-0.11,-0.09
13807,-0.36,0.828,-0.206,9.658,-0.07,0.19,-0.09
13847,-0.34,0.833,-0.168,9.610,-0.07,-0.05,0.03
13887,-0.46,0.785,-0.239,9.629,0.18,0.01,0.03
13927,-0.36,0.843,-0.172,9.524,0.06,-0.05,0.09
