timestamp_ms,altitude_m,ax_mps2,ay_mps2,az_mps2,gx_dps,gy_dps,gz_dps
18927,-0.25,0.881,0.043,9.615,-5.73,0.37,0.73
18967,-0.2,0.919,0.067,9.649,-5.98,0.55,0.67
19007,-0.25,0.895,0.01,9.639,-6.04,0.37,0.73
19047,-0.25,0.919,0.048,9.639,-5.91,0.37,0.85
19087,-0.14,0.967,-0.019,9.586,-5.98,0.3,0.55
19127,-0.14,0.881,0.043,9.653,-5.98,0.55,0.55
19167,-0.21,0.9,0.034,9.586,-6.04,0.18,0.85
19207,-0.14,0.91,0.005,9.562,-5.91,0.49,0.73
19247,-0.08,0.838,0.014,9.639,-5.98,0.3,0.79
19287,-0.2,0.876,0.019,9.572,-5.98,0.43,0.85
19328,-0.14,0.905,0.057,9.61,-6.04,0.49,0.61
19367,-0.14,0.939,0.024,9.582,-5.91,0.43,0.67
19407,-0.1,0.833,0.048,9.558,-5.91,0.49,0.73
19447,-0.15,0.934,-0.014,9.558,-6.04,0.55,0.55
19487,-0.21,0.982,0.005,9.663,-6.16,0.49,2.5
19527,-0.25,0.9,0.034,9.567,-6.04,0.49,0.67
19567,-0.37,0.91,-0.01,9.567,-6.1,0.43,0.73
19607,-0.25,0.881,0.01,9.529,-5.91,0.37,0.61
19647,-0.08,0.9,-0.005,9.462,-6.22,0.49,0.85
19687,-0.08,0.919,0.043,9.548,-6.28,0.3,0.73
19727,-0.14,0.958,0.053,9.639,-5.91,0.37,0.91
19767,-0.15,0.852,0.062,9.548,-5.98,0.24,1.04
19807,-0.15,0.862,0.048,9.553,-6.16,0.49,0.61
19847,-0.15,0.871,0.019,9.419,-5.79,0.43,0.55
19887,-0.1,0.848,0.057,9.596,-6.1,0.3,0.85
19927,-0.15,0.967,0.014,9.596,-5.98,0.43,0.61
19968,-0.14,0.915,0.019,9.476,-5.98,0.37,0.61
